name,slug,rating,roaster,location,origin,roast,cost_12oz,review_date,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,Location_Latitude,Location_Longitude,Origin_Latitude,Origin_Longitude,Blend/Single Origin
Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-2/,93,El Gran Cafe,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,10,22-Nov,9,9,8,9,8,,"Chocolaty, floral-framed. Cocoa nib, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Cocoa nib and honeysuckle carry the finish, with hints of cedar underneath.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they are not occupied picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://El Gran.cafe for more information.","A deeply floral, richly chocolaty Guatemala cup complicated by sweet nut and resonant aromatic wood notes.",10.3113166,-85.7715578,14.56111,-90.73444,Single Origin
Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora/,92,El Gran Cafe,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,10,21-Dec,9,8,8,9,8,,"Richly floral, deep-toned. Narcissus, cocoa nib, peach, fir, almond in aroma and cup. Sweet structure with pert acidity; velvety mouthfeel. The finish shows a pretty floral throughline supported by notes of stone fruit and cocoa nib.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they aren’t picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.","A rich, floral-driven cup with pleasing stone fruit and cocoa notes. Harmonious and integrated.Explore Similar CoffeesClick here for more reviews from El Gran CafeClick here for more information about coffees from GuatemalaVisit El Gran Cafe ",10.3113166,-85.7715578,10.3113166,-85.7715578,Single Origin
Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-3/,93,El Gran Cafe,"Antigua, Guatemala","Sacatepequez, Guatemala",Medium-Light,10,23-Aug,9,9,8,9,8,,"Crisply sweet-savory. Toffee, tamarind, cedar, almond brittle, candied violet in aroma and cup. Complex, bittersweet structure with juicy acidity; syrupy-smooth mouthfeel. Sweetly tart finish consolidates to notes of tamarind and almond brittle.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they are not occupied picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://El Gran.cafe for more information.","A wide-ranging, flavor-laden Guatemala cup with notes of high-toned fruit and sweet florals, balanced by deep nut and aromatic wood tones.Explore Similar CoffeesClick here for more reviews from El Gran CafeClick here for more information about coffees from GuatemalaVisit El Gran Cafe ",10.3113166,-85.7715578,14.5531759,-90.75470179,Single Origin
Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-2/,93,El Gran Cafe,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,10,22-Nov,9,9,8,9,8,,"Chocolaty, floral-framed. Cocoa nib, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Cocoa nib and honeysuckle carry the finish, with hints of cedar underneath.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they are not occupied picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://El Gran.cafe for more information.","A deeply floral, richly chocolaty Guatemala cup complicated by sweet nut and resonant aromatic wood notes.",10.3113166,-85.7715578,14.56111,-90.73444,Single Origin
Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora/,92,El Gran Cafe,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,10,21-Dec,9,8,8,9,8,,"Richly floral, deep-toned. Narcissus, cocoa nib, peach, fir, almond in aroma and cup. Sweet structure with pert acidity; velvety mouthfeel. The finish shows a pretty floral throughline supported by notes of stone fruit and cocoa nib.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they aren’t picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.","A rich, floral-driven cup with pleasing stone fruit and cocoa notes. Harmonious and integrated.Explore Similar CoffeesClick here for more reviews from El Gran CafeClick here for more information about coffees from GuatemalaVisit El Gran Cafe ",10.3113166,-85.7715578,10.3113166,-85.7715578,Single Origin
Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-3/,93,El Gran Cafe,"Antigua, Guatemala","Sacatepequez, Guatemala",Medium-Light,10,23-Aug,9,9,8,9,8,,"Crisply sweet-savory. Toffee, tamarind, cedar, almond brittle, candied violet in aroma and cup. Complex, bittersweet structure with juicy acidity; syrupy-smooth mouthfeel. Sweetly tart finish consolidates to notes of tamarind and almond brittle.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they are not occupied picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://El Gran.cafe for more information.","A wide-ranging, flavor-laden Guatemala cup with notes of high-toned fruit and sweet florals, balanced by deep nut and aromatic wood tones.Explore Similar CoffeesClick here for more reviews from El Gran CafeClick here for more information about coffees from GuatemalaVisit El Gran Cafe ",10.3113166,-85.7715578,14.5531759,-90.75470179,Single Origin
Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-2/,93,El Gran Cafe,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,10,22-Nov,9,9,8,9,8,,"Chocolaty, floral-framed. Cocoa nib, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Cocoa nib and honeysuckle carry the finish, with hints of cedar underneath.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they are not occupied picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://El Gran.cafe for more information.","A deeply floral, richly chocolaty Guatemala cup complicated by sweet nut and resonant aromatic wood notes.",10.3113166,-85.7715578,14.56111,-90.73444,Single Origin
Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora/,92,El Gran Cafe,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,10,21-Dec,9,8,8,9,8,,"Richly floral, deep-toned. Narcissus, cocoa nib, peach, fir, almond in aroma and cup. Sweet structure with pert acidity; velvety mouthfeel. The finish shows a pretty floral throughline supported by notes of stone fruit and cocoa nib.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they aren’t picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.","A rich, floral-driven cup with pleasing stone fruit and cocoa notes. Harmonious and integrated.Explore Similar CoffeesClick here for more reviews from El Gran CafeClick here for more information about coffees from GuatemalaVisit El Gran Cafe ",10.3113166,-85.7715578,10.3113166,-85.7715578,Single Origin
Finca El Potrero,https://www.coffeereview.com/review/finca-el-potrero/,93,El Gran Cafe,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,10,22-Nov,9,9,8,9,8,,"High-toned, enticingly sweet. Black cherry, narcissus, cashew butter, lemon verbena, juniper bark in aroma and cup. Sweet-tart structure with bright acidity; crisp, satiny-smooth mouthfeel. The finish leads with notes of black cherry and lemon verbena, rounding to creamy cashew in the long."," Produced by Josué Morales of Finca El Potrero from trees of the Sarchimor and Anacafé 14 varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://El Gran.cafe for more information.","A bright, balanced, juicy Guatemala cup driven by dark stone fruit, spicy floral and sweet nut notes.",10.3113166,-85.7715578,14.56111,-90.73444,Single Origin
Ethiopia Nectar Natural,https://www.coffeereview.com/review/ethiopia-nectar-natural/,91,MT49 Cafe,"Taichung City, Taiwan","Djimma, Ethiopia",Medium,10,20-Oct,8,8,8,9,8,,"Deep-toned, sweetly fermenty. Dark chocolate, papaya, fresh-cut fir, grappa, agave syrup in aroma and cup. Sweet structure with brisk acidity; lightly satiny mouthfeel. Richly sweet, gently drying in the finish.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in their respective regions. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. MT49 Cafe is a specialty coffee shop and bakery in Taichung City, Taiwan. Visit https://www.facebook.com/MT49cafe/  for more information.","A pleasantly wood-framed, intentionally fermenty and fruit-toned Ethiopia cup.Explore Similar CoffeesClick here for more reviews from MT49 CafeClick here for more information about coffees from Ethiopia ",24.1586239,120.644867,7.6667,36.8333,Single Origin
The Aurora Project,https://www.coffeereview.com/review/the-aurora-project/,89,El Gran Café,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,10,20-Oct,8,8,8,8,7,,"Crisply sweet, balanced. Cocoa nib, almond, red grape, cedar, a hint of magnolia in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The gently drying finish centers around sweet nut and red grape notes with cedar undertones.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Catuai varieties of Arabica and processed by the washed method. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.","Balanced, crisp, perky: a friendly, sweet Guatemala cup.Explore Similar CoffeesClick here for more reviews from El Gran CaféClick here for more information about coffees from Guatemala ",10.3113166,-85.7715578,14.56111,-90.73444,Single Origin
Organic Fair Trade Shade Grown Ethiopia,https://www.coffeereview.com/review/organic-fair-trade-shade-grown-ethiopia/,83,Trader Joe's,"Monrovia, California",Ethiopia,Medium,9.99,23-Sep,7,6,7,7,6,,"Staunchly dark roasted, somewhat smoky. Carob, walnut, scorched fir, lily, stale raisin in aroma and cup. Harsh acidity; thin mouthfeel. Ashy finish with only slight sweetness.","Purchased at a Trader Joe’s market in Alameda, California. Processed by the traditional washed method (fruit skin and pulp removed before drying). Certified USDA Organic and Fair Trade USA. Trader Joe’s is a discount gourmet and natural foods supermarket chain with 457 stores in more than 20 states. Visit www.traderjoes.com for more information.","A smoky-sweet, unintegrated darker-roasted Ethiopia with notes of carob and scorched wood.Explore Similar CoffeesClick here for more reviews from Trader Joe'sClick here for more information about coffees from Ethiopia ",34.1483499,-118.0014517,10.2116702,38.6521203,Single Origin
Pike’s Place Blend,https://www.coffeereview.com/review/pikes-place-blend/,84,Starbucks Coffee,"Seattle, Washington",Latin America,Dark,9.98,22-Apr,7,6,7,7,7,,"Brisk, dry, sweetly vegetal. Green bean, carob, charred balsa, faded gardenia, raw almond in aroma and cup. Flatly bittersweet structure with  inert acidity; dry, rather thin mouthfeel. Wood-framed, sweetly vegetal finish.",Purchased at amazon.com as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. Visit www.starbucks.com for more information.,"This blend retains its popularity, despite what reads here as a flat, bitterish cup, with only some backgrounded sweetness and nuance.Explore Similar CoffeesClick here for more reviews from Starbucks Coffee ",47.6038321,-122.330062,43.85762785,18.42893873,Blend
Pomeranian Espresso Blend,https://www.coffeereview.com/review/pomeranian-espresso-blend/,90,Buon Caffe,"Taipei, Taiwan",Honduras; Ethiopia; Brazil,Medium-Light,9.84,23-Nov,8,,8,8,7,9,"Evaluated as espresso. Crisply sweet, chocolaty. Baking chocolate, date, banana, vanilla, fir in aroma and small cup. Velvety-smooth body; gently drying,  wood-framed finish. Crisply chocolaty with fir undertones in three parts milk."," A blend of three coffees — a washed Honduras and Brazil and a natural Ethiopia — roasted for espresso applications. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. ",A crisply chocolaty espresso blend supported by notes of sweet date and rich aromatic wood.Explore Similar CoffeesClick here for more reviews from Buon CaffeVisit Buon Caffe ,25.0375198,121.5636796,-15.317331,-44.759819,Blend
Ethiopia Washed Kaffa Lot Rich Espresso,https://www.coffeereview.com/review/ethiopia-washed-kaffa-lot-rich-espresso/,94,Kakalove Cafe,"Chia-Yi, Taiwan","Gimbo, Kaffa Province, Ethiopia",Medium-Light,9.6,24-Apr,9,,9,9,8,9,"Evaluated as espresso. Richly chocolaty, deeply sweet-savory. Black cherry, hop flowers, magnolia, date, hint of teriyaki in aroma and small cup.  Creamy mouthfeel; floral finish with savory undertones. In cappuccino format, savory impulses are all but subsumed in sweet floral notes.","Produced by smallholding farmers, from local heirloom varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying).  Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","An interestingly savory-leaning espresso whose sweetness harmonizes with  its umami throughline, especially in the complex straight shot.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from EthiopiaVisit Kakalove Cafe ",23.4818972,120.462318,7.3999294,36.232169,Single Origin
Ethiopia Bensa Bombe,https://www.coffeereview.com/review/ethiopia-bensa-bombe/,94,Heat Coffee,"Taipei, Taiwan","Bombe Village, Bensa District, Sidamo growing region, Ethiopia",Light,9.6,24-Jan,9,9,9,9,8,,"Brightly sweet-tart, rich-toned. Blackberry, hazelnut, lavender, dark chocolate, cedar in aroma and cup. Delicately high-toned acidity; full, syrupy mouthfeel. Resonant finish centered around notes of lavender and dark chocolate.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopia landrace varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Heat Coffee is a nano-roaster in Taipei, Taiwan that strives to procure and roast the finest-quality coffee. Visit the www.facebook.com/heatcoffee768 for more information.","Aromatically complex and deep throughout the cup with notes of dark chocolate, tart berries and spice-toned florals.Explore Similar CoffeesClick here for more reviews from Heat CoffeeClick here for more information about coffees from EthiopiaVisit Heat Coffee ",25.0375198,121.5636796,7.128898,37.652389,Single Origin
Honduras Washed Amucap Espresso,https://www.coffeereview.com/review/honduras-washed-amucap-espresso/,93,Kakalove Cafe,"Chia-Yi, Taiwan","Masaguara, Intibucá Department, Honduras",Medium-Light,9.6,22-Oct,9,,8,9,8,9,"Evaluated as espresso. Dark chocolate, cashew butter, pink grapefruit zest, black cherry, cedar in aroma and small cup. Crisp, velvety mouthfeel; sweetly chocolaty and nut-toned finish. In three parts milk, chocolate and nut impulses harmonize.","Produced by smallholding women farmers of the Asociacion Mujeres, from trees of the Catuaí and IH90 varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","Chocolaty and nut-driven, both in the straight shot and in milk. Resonantly sweet, satisfyingly deep.Explore Similar CoffeesClick here for more reviews from Kakalove CafeVisit Kakalove Cafe ",23.4818972,120.462318,14.3705898,-87.990137,Single Origin
Ethiopia Botabaa,https://www.coffeereview.com/review/ethiopia-botabaa/,93,Evie's Cafe,"Chia-Yi, Taiwan","Kochere District, Gedeo Zone, Ethiopia",Medium-Light,9.6,22-Aug,9,9,8,9,8,,"Round, deep, yet delicately lively, sweetly nut-toned. Roasted pistachio, caramel, date, lime, freesia in aroma and cup. Complexly layered structure with light-footed, engaging acidity; lightly satiny mouthfeel. Long, layered finish: lime and caramel.","Southern Ethiopia produces distinctive coffees from largely indigenous, traditional selections of Arabica long grown in the region. Coffees like this one, processed by the traditional wet or washed method (fruit skin and pulp is removed before drying), typically express great aromatic complexity and intensity. Evie’s Café, based in Chia-Yi Taiwan, specializes in fine roasted coffees as well as pour-overs and cold brews. Visit https://m.facebook.com/eviescafe88/ for more information.","A paradoxically strong-charactered yet light-footed washed Ethiopia, original in its layered date- and pistachio-toned aromatics.Explore Similar CoffeesClick here for more reviews from Evie's CafeClick here for more information about coffees from Ethiopia ",23.4818972,120.462318,13.249606,39.520505,Single Origin
Obsidian Mirror Blend,https://www.coffeereview.com/review/obsidian-mirror-blend/,93,Kakalove Cafe,"Chia-Yi, Taiwan",El Salvador; Guatemala; Honduras,Medium,9.6,22-Feb,9,8,9,9,8,,"Chocolaty, richly sweet. Chocolate fudge, blackberry coulis, sage, singed cedar, magnolia in aroma and cup. Sweet in structure with gentle, round acidity; lush, syrupy-smooth mouthfeel. The crisp finish consolidates to notes of dark chocolate and singed cedar with undertones of magnolia.","A blend of three washed-process coffees from El Salvador, Guatemala and Honduras respectively, roasted to medium dark. Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ",A deftly darker roasted blend intended to honor the Mayan cultures central to the three green coffee origin countries contributing to the blend. Explore Similar CoffeesClick here for more reviews from Kakalove CafeVisit Kakalove Cafe ,23.4818972,120.462318,15.2,-88.15,Blend
Honey Latte Blend Espresso,https://www.coffeereview.com/review/honey-latte-blend-espresso/,93,Green Stone Coffee,"Taipei, Taiwan",Brazil; India; Ethiopia,Medium-Light,9.19,24-Mar,9,,8,9,8,9,"Evaluated as espresso. Sweetly nut-toned, gently fruity. Cashew butter, pomegranate, orange zest, baking chocolate, oak in aroma and small cup. Velvety-smooth mouthfeel; crisp, nutty finish. In cappuccino-scaled milk, pomegranate notes predominate, supported by creamy cashew tones.","A blend of three coffees: a natural-processed Brazil, a washed India and a natural-processed Ethiopia, roasted for espresso applications. Green Stone Coffee is a woman-owned artisan roastery in Taipei, Taiwan founded in 2016 and specializing in sourcing distinctive coffees that express their individual terroirs. Visit www.greenstone-coffee.com.tw for more information.","An interesting blend of Brazil, India and Ethiopia coffees — sweetly nut-driven with citrus and pomegranate undertones.Explore Similar CoffeesClick here for more reviews from Green Stone Coffee ",25.0375198,121.5636796,7.996115,38.896778,Blend
Major Dickason’s Blend,https://www.coffeereview.com/review/major-dickasons-blend-6/,87,Peet's Coffee,"Berkeley, California",Americas; Indo-Pacific,Medium-Dark,9.1,22-Apr,8,7,8,8,6,,"Rather dry, wood-framed, bittersweet. Scorched fir, cocoa powder, condensed milk, lily, raisin in aroma and cup. Bittersweet structure with rather rough acidity; crisp, satiny mouthfeel. Dry, wood-framed finish with notes of cocoa powder and scorched fir.","This classic Peet’s blend was purchased from amazon.com as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. Listed on Peet’s website as sourced from “Americas and Indo-Pacific.” Peet’s Coffee, now a national chain, was founded by Alfred Peet in 1966, making it one of the first and most influential artisan coffee roasters in the U.S. Visit www.peets.com for more information.","The popular Peet’s blend, here roast-prominent and sweetly wood-framed, with undertones of cocoa powder.Explore Similar CoffeesClick here for more reviews from Peet's Coffee ",37.8708393,-122.272863,25.312612,84.921262,Blend
Ethiopia Guji,https://www.coffeereview.com/review/ethiopia-guji-3/,94,Heat Coffee,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,8.64,23-Mar,9,9,8,9,9,,"Deep-toned, bright and lively. Pomegranate, dark chocolate, pineapple saltwater taffy, almond butter, key lime in aroma and cup. Sweet structure with high-toned, balanced acidity; crisp, lightly satiny mouthfeel. The fruit-toned finish is complex and long, centered around notes of pineapple saltwater taffy, key lime and rich dark chocolate.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the traditional washed method (fruit skin and pulp are removed before drying). Heat Coffee is a nano-roaster in Taipei, Taiwan that strives to procure and roast the finest-quality coffee. Visit https://www.facebook.com/heatcoffee768 for more information.","A classic washed Guji cup — fruit-centered with deep chocolate notes and an especially long, layered finish.Explore Similar CoffeesClick here for more reviews from Heat CoffeeClick here for more information about coffees from EthiopiaVisit Heat Coffee ",25.0375198,121.5636796,5.521122,39.165001,Single Origin
Colombia Medellin Supremo Washed,https://www.coffeereview.com/review/colombia-medellin-supremo-washed/,92,Bluekoff Company,"Bangkok, Thailand","Medellin, Colombia",Medium-Light,8.5,24-Aug,8,,9,8,8,9,"Evaluated as espresso. Chocolaty-sweet, rich-toned. Pomegranate, baking chocolate, almond,gently scorched fir, dark caramel in aroma and small cup. Creamy-smooth mouthfeel; crisp, chocolaty finish with almond and smoky fir undertones. In three parts milk, chocolaty and floral (magnolia notes emerge).","Bluekoff is a Thai company involved in all aspects of coffee, from milling and roasting to coffee wholesale and retail and related equipment and training services. Bluekoff produces more than 1,200 tons of green coffee and 1,000 tons of roasted coffee per year. Visit www.bluekoff.com or email [email protected] or call +66-819799565 for more information.","A richly chocolaty, gently and pleasingly smoky Colombia espresso roasted in Thailand — especially appealing in cappuccino format.Explore Similar CoffeesClick here for more reviews from Bluekoff CompanyClick here for more information about coffees from ColombiaVisit Bluekoff Company ",13.7524938,100.4935089,6.2433515,-75.5752006,Single Origin
Pamma Classic Blend Espresso,https://www.coffeereview.com/review/pamma-classic-blend-espresso/,91,Pamma Coffee,"Kaohsiung, Taiwan",Ethiopia; Colombia; Brazil; Tanzania; Indonesia,Medium,8.4,21-Jun,8,,8,8,8,9,"Evaluated as espresso. Chocolaty and floral-toned. Cocoa powder, gardenia, raisin, fresh-cut fir, molasses in aroma and small cup. Velvety mouthfeel; crisp, chocolaty finish with undertones of molasses and fresh-cut fir. In three parts milk, a sweet earthiness surfaces that, combined with persistent cocoa tones, pleasingly complicates the cup.","A blend of coffees from Ethiopia, Colombia, Brazil, Tanzania and Indonesia, roasted for espresso applications. Pamma Coffee is a roastery and coffee shop in Kaohsiung, Taiwan that specializes in high-quality food and beverages. Visit https://www.facebook.com/PAMMACoffee/ for more information.","A cocoa-driven, floral espresso blend, medium-roasted, that is particularly attractive in the milk shot.Explore Similar CoffeesClick here for more reviews from Pamma Coffee ",22.6203348,120.3120375,-6.893437,107.612773,Blend
Hometown Blend City Roast,https://www.coffeereview.com/review/hometown-blend-city-roast/,82,Whole Foods Market,"Austin, Texas",Colombia,Medium,8.32,23-Sep,6,6,6,7,7,,"Simple, sweet, lean. Salted caramel, wheat toast, green bean, vanilla extract, plywood in aroma and cup. Flat acidity; rough mouthfeel. Sweet-savory finish with notes of salted caramel and green bean.","Purchased at a Whole Foods Market in Oakland, California. Certifications: Fair Trade USA; Non-GMO. Whole Foods Market is a retail grocer currently owned by Amazon with more than 500 stores in North America and the UK. Visit www.wholefoodsmarket.com.","An uninspired, savory-leaning Colombia with offputting vegetal notes and muted sweetness.Explore Similar CoffeesClick here for more reviews from Whole Foods Market ",30.2711286,-97.7436995,4.099917,-72.9088133,Blend
AKITA Espresso Blend,https://www.coffeereview.com/review/akita-espresso-blend/,91,Buon Caffe,"Taipei, Taiwan",Colombia; Brazil; Nicaragua; Mexico,Medium-Light,8.11,24-Feb,8,,8,8,8,9,"Evaluated as espresso. Crisply chocolaty, sweetly nutty. Baking chocolate, almond, orange zest, oak, lemon verbena in aroma and small cup. Velvety mouthfeel; almondy finish with undertones of orange zest. In three parts milk, baking chocolate and orange notes play nicely together.","A blend of coffees from Colombia, Brazil, Nicaragua and Mexico, roasted for espresso applications. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. ","A medium-roasted espresso blend characterized by crisp chocolate, sweet nut, and bittersweet citrus zest notes.Explore Similar CoffeesClick here for more reviews from Buon CaffeVisit Buon Caffe ",25.0375198,121.5636796,20.535667,-97.46913,Blend
