Blend/Single Origin,Country of Origin,Country of Origin Mod,Desc 1,Desc 2,Desc 3,location City,Location Country,Location State,Name,Origin,Review Date,Roast,Roaster,Slug,Acid,Aftertaste,Aroma,Body,Cost 12Oz,Flavor,Latitude,Location Latitude,Location Longitude,Longitude,Origin Latitude,Origin Longitude,Rating,Selected Measure,With Milk
Single Origin,Ethiopia,Ethiopia,"Gently sweet-tart, floral-toned. Pomegranate, lilac, hazelnut, pink grapefruit zest, fresh-cut oak in aroma and cup. Crisply sweet-tart structure with delicately bright acidity; satiny-smooth mouthfeel. Tart finish leads with notes of pomegranate and pink grapefruit zest, with undertones of oak and hazelnut.","The celebrated Geisha (also spelled Gesha) variety of Arabica first came to the coffee world’s attention growing in Panama. This particular version, however, is the outcome of successful efforts to commercialize Geisha in the region from which it originally came, western Ethiopia, from seed selected from wild trees of the Geisha variety in the nearby Gori Gesha forest. Processed by the natural method (dried in the whole fruit). VERYTIME is a specialty nano-roaster based in Taoyuan, Taiwan. Visit www.verytime.com.tw/ for more information. ","A juicy, bright natural-processed Ethiopia cup — invigoratingly tart, balanced by rich floral and aromatic wood notes.Explore Similar CoffeesClick here for more reviews from VERYTIMEClick here for more information about coffees from Ethiopia ",Taoyuan,Taiwan,,Gesha Village Ethiopia Gori Gesha,"Gori Gesha Forest, Bench Maji Zone, SNNPR Region, Ethiopia",23-Nov,Light,VERYTIME,https://www.coffeereview.com/review/gesha-village-ethiopia-gori-gesha/,9,8,9,9,21.6,9,24.9929995,24.9929995,121.3010003,121.3010003,6.50615,35.57729,88,88,
Single Origin,Ethiopia,Ethiopia,"High-toned, delicately juicy. Apricot, almond, magnolia, bergamot, cocoa nib in aroma and cup. Sparkling acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of cocoa nib and apricot. ","Produced by smallholding farmers from trees of local landrace varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Brocade Coffee is a Taiwan-based specialty roaster. Visit Brocade Coffee Roasters’ Facebook page for more information.","A classic washed Ethiopia cup with its characteristic notes of stone fruit, cocoa nib and sweet florals, all of which harmonize throughout the profile.Explore Similar CoffeesClick here for more reviews from Brocade Specialty CoffeeClick here for more information about coffees from EthiopiaVisit Brocade Specialty Coffee ",Taipei,Taiwan,,Ethiopia Yirgacheffe Kochere Halo Hartume Washed G1,"Yirgacheffe growing region, south-central Ethiopia",24-Jul,Light,Brocade Specialty Coffee,https://www.coffeereview.com/review/ethiopia-yirgacheffe-kochere-halo-hartume-washed-g1/,9,8,9,9,27.71,9,25.0375198,25.0375198,121.5636796,121.5636796,6.1629,38.2281,88,88,
Single Origin,Guatemala,Guatemala,"Sweet-toned, delicately floral. Raspberry, narcissus, cocoa nib, almond, agave syrup in aroma and cup. Deeply sweet structure with rich, vibrant acidity; full, viscous mouthfeel. The finish leads with notes of raspberry and agave in the short, rounding to cocoa nib in the long.",Produced at Santa Felisa farm entirely of the Geisha (also spelled Gesha) variety of Arabica and processed by the natural method (dried in the whole fruit). Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.,"A delicate, lively natural-processed Guatemala Geisha cup, sweetly fruit- and floral-toned, with particularly vibrant acidity.Explore Similar CoffeesClick here for more reviews from Euphora CoffeeClick here for more information about coffees from GuatemalaVisit Euphora Coffee ",Taipei,Taiwan,,Guatemala Santa Felisa Solar Eclipse Gesha Natural,"Acatenango growing region, Guatemala",21-Jan,Light,Euphora Coffee,https://www.coffeereview.com/review/guatemala-santa-felisa-solar-eclipse-gesha-natural/,9,8,9,9,59.52,9,25.0375198,25.0375198,121.5636796,121.5636796,14.55194,-90.94222,88,88,
Single Origin,Guatemala,Guatemala,"Juicy, fruit-driven, balanced. Raspberry jam, dark chocolate, narcissus, caramel, cedar in aroma and cup. Tart-leaning structure with winy acidity; impressively satiny-smooth mouthfeel. The crisply sweet-tart finish centers around raspberry and chocolate suggestions. ","Produced at San Andreas Estate entirely of the famous Geisha (also spelled Gesha) variety of Arabica, and processed by the washed method. Omine Coffee is a new label offered by the soymilk manufacturer Yonho, based in Taipei. Visit https://www.facebook.com/yonho/ for more information.",A fruit-toned wash-processed Guatemala Geisha with pretty floral and deep chocolate notes enveloping a berry throughline.Explore Similar CoffeesClick here for more reviews from Omine CoffeeClick here for more information about coffees from Guatemala,Taipei,Taiwan,,Guatemala Geisha,"Huehuetenango Department, Guatemala",21-Nov,Light,Omine Coffee,https://www.coffeereview.com/review/guatemala-geisha-2/,9,8,9,9,58.06,9,25.0375198,25.0375198,121.5636796,121.5636796,15.31972,-91.47083,88,88,
Single Origin,Guatemala,Guatemala,"Floral, balanced, deep-toned. Star jasmine, Bing cherry, maple syrup, cocoa nib, bergamot in aroma and cup. Richly sweet structure with balanced, bright acidity; plush, syrupy-smooth mouthfeel. Cocoa-driven finish supported by bergamot and maple syrup.","Produced entirely of the Gesha (also Geisha) variety of Arabica and processed by the traditional washed method (fruit skin and pulp removed before drying. Lin Jen-Wei’s Black Jar Coffee, a Taiwan-based nano-roaster and café, is named for both the Taiwanese slang phrase “black soy sauce in black jar,” indicating something is difficult to see through, and the literal black jar in which this company stores coffee to protect it from UV light. Roasted by Lin Jen-Wei, the daughter of the owner, who has been roasting for five years (since she was 13!). For more information, visit https://www.facebook.com/BlackJarCoffeeShop?mibextid=LQQJ4d. 
","A lovely Guatemala Gesha cup with bright stone fruit, complex citrus and cocoa nib — especially balanced acidity, juicy but not overmuch.Explore Similar CoffeesClick here for more reviews from Lin Jen-Wei’s Black Jar CoffeeClick here for more information about coffees from Guatemala ",Taichung,Taiwan,,Guatemala Acatenango Gesha,"Acatenango growing region, Guatemala",23-Mar,Light,Lin Jen-Wei’s Black Jar Coffee,https://www.coffeereview.com/review/guatemala-acatenango-gesha-7/,9,8,9,9,57.55,9,24.163162,24.163162,120.6478282,120.6478282,14.55194,-90.94222,88,88,
Single Origin,Guatemala,Guatemala,"Floral-toned, richly nutty. Ginger blossom, hazelnut, dark chocolate, black cherry, lime zest in aroma and cup. Sweetly tart structure with balanced, juicy acidity; plush, viscous mouthfeel. Resonant finish with notes of ginger blossom and hazelnut. ","Produced at Nueva Grande Estate, entirely of the Laurina variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). David's Nose is a specialty coffee roaster based in Taipei, Taiwan whose founder studied agronomy and has a deep interest in crop quality. For more information, visit www.dnose.com.tw.","An energetic washed Guatemala cup characterized by spicy floral and creamy nut tones, further elevated by a dark chocolate throughline.Explore Similar CoffeesClick here for more reviews from David's NoseClick here for more information about coffees from GuatemalaVisit David's Nose ",Taipei,Taiwan,,Guatemala Nueva Granda Washed Laurina,"San Marcos, Guatemala ",23-Oct,Light,David's Nose,https://www.coffeereview.com/review/guatemala-nueva-granda-washed-laurina/,9,8,9,9,48,9,25.0375198,25.0375198,121.5636796,121.5636796,14.9330496,-92.0039116,88,88,
Single Origin,Guatemala,Guatemala,"Floral-toned, deeply aromatic. Wisteria, bergamot, frangipane, frankincense, pluot in aroma and cup. High-toned, sweetly crisp acidity; very syrupy mouthfeel. Floral, citrusy finish supported by stone fruit.
","Produced at Finca El General, entirely of the Gesha variety of Arabica, and processed by the honey method (some fruit flesh left on the beans during the drying process). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","Lush floral notes reminiscent of wisteria carry this pretty honey-processed Gesha from Guatemala, which has especially bright, vibrant acidity.
",Chia-Yi,Taiwan,,Guatemala Honey Finca El General Gesha,"Acatenango, Chimaltenango, Guatemala",24-Jun,Light,Kakalove Cafe,https://www.coffeereview.com/review/guatemala-honey-finca-el-general-gesha/,9,8,9,9,28.8,9,23.4818972,23.4818972,120.462318,120.462318,14.5538872,-90.9423053,88,88,
Single Origin,Indonesia,Indonesia,"Aromatically intense, richly sweet-savory. Dried plum, baking chocolate, candycap mushroom, lemon-thyme, bergamot in aroma and cup. Deep, umami-rich structure with balanced, vibrant acidity; full, syrupy mouthfeel. The finish centers around notes of crisp chocolate and lemon thyme.","Produced in the Aceh Province of Sumatra and processed by the natural method (dried in the whole fruit), a method unusual for this region. Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","An unusual natural-processed Sumatra cup, redolent with stone fruit and baking chocolate with umami underpinning.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from SumatraVisit Kakalove Cafe ",Chia-Yi,Taiwan,,Indonesia Sumatra Natural Aceh Musara SC19,"Aceh Province, northern Sumatra Indonesia",22-Mar,Light,Kakalove Cafe,https://www.coffeereview.com/review/indonesia-sumatra-natural-aceh-musara-sc19/,9,8,9,9,16.8,9,23.4818972,23.4818972,120.462318,120.462318,3.23924,97.234497,88,88,
Single Origin,Kenya,Kenya,"Richly sweet, deeply chocolaty. Milk chocolate, red currant, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisp, sweetly tart structure with vibrant, juicy acidity; plush, viscous mouthfeel. The quiet finish centers around notes of milk chocolate, freesia and maple syrup.","Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Like most Kenyas, a wet-processed or washed coffee  (fruit skin and pulp are removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A richly chocolaty Kenya cup with deep floral notes throughout and a particularly lively, syrupy-smooth mouthfeel.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from KenyaVisit Kakalove Cafe ",Chia-Yi,Taiwan,,Kenya Nyeri Muchoki Estate AA,"Nyeri growing region, south-central Kenya",21-Jan,Light,Kakalove Cafe,https://www.coffeereview.com/review/kenya-nyeri-muchoki-estate-aa/,9,8,9,9,16.8,9,23.4818972,23.4818972,120.462318,120.462318,-0.440083,36.964036,88,88,
Single Origin,Kenya,Kenya,"Complex, multi-layered. Almond brittle, black cherry, dark chocolate, narcissus, mustard seed in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, lively mouthfeel. Resonant, long, flavor-saturated finish consolidates to suggestions of black cherry and almond brittle. ","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Dory Coffee Roasters is a Taipei-based nano-roaster of specialty coffee. For more information, visit www.facebook.com/dorycoffee99/.","Juicy, high-toned, balanced and deep, with particularly full yet vibrant mouthfeel.Explore Similar CoffeesClick here for more reviews from Dory Coffee RoastersClick here for more information about coffees from Kenya ",NewTaipeiCity,Taiwan,,Kenya AB,"Nyeri growing region, south-central Kenya",22-Sep,Light,Dory Coffee Roasters,https://www.coffeereview.com/review/kenya-ab-2/,9,8,9,9,35.5,9,25.0357722,25.0357722,121.4502478,121.4502478,-0.440083,36.964036,88,88,
Single Origin,Kenya,Kenya,"Bright, juicy, richly sweet-savory. Black currant, shiitake mushroom, amber, lilac, Meyer lemon zest in aroma and cup. High-toned, apple-like acidity; full, syrupy-smooth mouthfeel. Citrusy, floral finish.","Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.",A nuanced Kenya with characteristic currant notes alongside umami impulses and sweet citrus.Explore Similar CoffeesClick here for more reviews from Buon CaffeClick here for more information about coffees from KenyaVisit Buon Caffe,Taipei,Taiwan,,Kenya Nyeri Kianjogu AA TOP Washed,"Nyeri growing region, south-central Kenya",24-Apr,Light,Buon Caffe,https://www.coffeereview.com/review/kenya-nyeri-kianjogu-aa-top-washed/,9,8,9,9,19.2,9,25.0375198,25.0375198,121.5636796,121.5636796,-0.440083,36.964036,88,88,
Single Origin,Kenya,Kenya,"Complex, deeply layered. Black cherry, dark chocolate, wisteria, pink peppercorn, caramelized walnut in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, vibrant mouthfeel. Resonant, long, flavor-saturated finish that leads with notes of black cherry and pink peppercorn. ","Produced at Ukili Farm, from trees of the SL28 and SL34 varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A juicy, bright, balanced and deep Kenya with especially inviting, high-toned acidity.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from KenyaVisit Kakalove Cafe ",Chia-Yi,Taiwan,,Kenya Washed Uklili AA,"Nakuru County, Kenya",24-Jan,Light,Kakalove Cafe,https://www.coffeereview.com/review/kenya-washed-uklili-aa/,9,8,9,9,15.6,9,23.4818972,23.4818972,120.462318,120.462318,-0.28333,36.06667,88,88,
Single Origin,Kenya,Kenya,"Deeply sweet-savory. Mulberry, cocoa nib, thyme, cedar, agave syrup in aroma and cup. Sweet-tart acidity; plush, syrupy mouthfeel. Sweetly herbaceous finish supported by cocoa nib and mulberry.","Produced by smallholding farmers, from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit shopee.tw/iamjiter for more information.","A berry-driven, cocoa-toned Kenya cup with sweet herb undertones and an especially viscous mouthfeel. Explore Similar CoffeesClick here for more reviews from Bargain CafeClick here for more information about coffees from KenyaVisit Bargain Cafe ",Taitung,Taiwan,,Kenya Blackberry Honey,"Rift Valley Province, Kenya",24-Mar,Light,Bargain Cafe,https://www.coffeereview.com/review/kenya-blackberry-honey/,9,8,9,9,19.05,9,22.7560447,22.7560447,121.1456538,121.1456538,1.393644,36.075087,88,88,
Single Origin,Panama,Panama,"Sweetly floral and spice-toned, delicate. Lilac, myrrh, cocoa nib, pink peppercorn, honey in aroma and cup. Balanced, sweetly tart structure with delicately vibrant acidity; very full, syrupy mouthfeel. Cocoa- and floral-toned finish.","Produced from the trees of the rare Ethiopia-derived botanical variety Geisha (also spelled Gesha) by the Lamastus family at Elida Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Processed by the honey method, in which some fruit flesh (“honey”) is allowed to adhere to the beans during drying. Bona Kafo is a Taiwan-based specialty coffee roaster. Visit www.bonakaforoastery.com.","A sweetly subtle, nuanced Geisha cup processed by the honey method at Panama’s famed Elida Estate. Explore Similar CoffeesClick here for more reviews from Bona Kafo RoasteryClick here for more information about coffees from Panama ",Kaohsiung,Taiwan,,Panama Boquete Torre Lot #1 Geisha Honey,"Boquete, Panama",20-Sep,Light,Bona Kafo Roastery,https://www.coffeereview.com/review/panama-boquete-torre-lot-1-geisha-honey/,9,8,9,9,272.16,9,22.6203348,22.6203348,120.3120375,120.3120375,8.7380282,-82.4294739,88,88,
Single Origin,Panama,Panama,"Crisply sweet, fruit-forward, spice-toned. Peach, star jasmine, cocoa nib, myrrh, maple syrup in aroma and cup. Sweetly tart structure with juicy, vibrant acidity;
","Produced at La Viuda Farm entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee.  Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A subtly nuanced coffee centered around notes of stone fruit, cocoa nib, and resinous aromatic wood with a levitatingly silky mouthfeel.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from PanamaVisit Kakalove Cafe ",Chiya-Yi,Taiwan,,Panama La Viuda Natural Geisha 4 Hermanos,"Jurutungo, Renacimiento, Panama",21-Dec,Light,Kakalove Cafe,https://www.coffeereview.com/review/panama-la-viuda-natural-geisha-4-hermanos/,9,8,9,9,96,9,23.470429,23.470429,120.44296,120.44296,8.8850717,-82.7560616,88,88,
Single Origin,Panama,Panama,"Confident, balanced, bright. Lilac, cocoa nib, red plum, sandalwood, maple syrup in aroma and cup. Richly sweet structure with juicy, vibrant acidity; very full, syrupy-smooth mouthfeel. Crisp, smooth finish centered around notes of cocoa nib and sandalwood with lilac and plum undertones. ","Produced at Finca Altieri entirely of the celebrated Geisha variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Le Brewlife is a specialty coffee roaster based in Taichung, Taiwan. Visit www.lebrewlife.co for more information.",A classic washed Panama Geisha cup with pretty floral and stone fruit aromatics and a rich cocoa throughline.Explore Similar CoffeesClick here for more reviews from Le BrewlifeClick here for more information about coffees from Panama,Taichung,Taiwan,,Panama Geisha,"Chiriquí, Panama",21-Sep,Light,Le Brewlife,https://www.coffeereview.com/review/panama-geisha-5/,9,8,9,9,77.51,9,24.163162,24.163162,120.6478282,120.6478282,8.3971129,-82.3223443,88,88,
Single Origin,Panama,Panama,"Brightly sweet, floral-toned. Narcissus, pink grapefruit, apricot, almond butter, bay leaf in aroma and cup. High-toned acidity; very smooth, silky mouthfeel. The resonant finish amplifies narcissus and almond.","Produced by Heakyung Kang Burneskis of Finca Don Julian, entirely of the Geisha variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). GK Coffee is a nano-roastery in Yilan, Taiwan, that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected].","A multi-layered Panama Geisha that leads with spicy-sweet floral notes atop stone fruit, rich nut, citrus and sweet herb.Explore Similar CoffeesClick here for more reviews from GK CoffeeClick here for more information about coffees from PanamaVisit GK Coffee ",Yilan,Taiwan,,Panama Finca Don Julian Geisha Washed,"Boquete, Panama",23-Aug,Light,GK Coffee,https://www.coffeereview.com/review/panama-finca-don-julian-geisha-washed/,9,8,9,9,130.63,9,24.7519538,24.7519538,121.7533344,121.7533344,8.7380282,-82.4294739,88,88,
Single Origin,Peru,Peru,"Sweetly spice-toned, rich and deep. Bergamot, black tea, white nectarine, cocoa nib, sticky rice in aroma and cup. Bright, balanced acidity; very full, syrupy mouthfeel. Cocoa-toned finish supported by sweet spice notes.","Produced at Finca Los Santos, entirely of the Gesha variety of Arabica, and processed by the black honey method, in which much of the sticky fruit flesh is left on the beans during the drying process. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","An evocative, deep natural Peru cup that highlights notes of stone fruit and complex herb notes with a cocoa nib throughline. Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from PeruVisit Kakalove Cafe ",Chia-Yi,Taiwan,,Peru Black Honey Los Santos Farm Gesha,"Lonya Grande, Utcubamba Province, Peru",24-Jul,Light,Kakalove Cafe,https://www.coffeereview.com/review/peru-black-honey-los-santos-farm-gesha/,9,8,9,9,19.68,9,23.4818972,23.4818972,120.462318,120.462318,-6.0965677,-78.4213209,88,88,
Single Origin,Yemen,Yemen,"Rich, deep-toned, bright. Mulberry, pink peppercorn, almond nougat, cedar, frankincense in aroma and cup. Sweetly tart with high-toned acidity; very creamy mouthfeel. The crisply sweet finish consolidates to notes of almond nougat and pink peppercorn.",Produced by Hamoud Abdullah AL-Khisheni and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A compelling Yemen in the aroma that delivers in the cup as well, with concentrated berry, floral spice, and resiny aromatic wood notes throughout.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from YemenVisit Kakalove Cafe ",Chia-Yi,Taiwan,,Yemen Natural Hamoud Abdullah AL-Khisheni,"Al Hayma, Sana'a Governorate, Yemen",23-Mar,Light,Kakalove Cafe,https://www.coffeereview.com/review/yemen-natural-hamoud-abdullah-al-khisheni/,9,8,9,9,57.6,9,23.4818972,23.4818972,120.462318,120.462318,15.369777,44.202045,88,88,
Single Origin,Colombia,Colombia,"Deeply aromatic, fruit-centered. Dried black cherry, cocoa nib, narcissus, thyme, a hint of wine barrel in aroma and cup. Brightly sweet structure with high-toned acidity; crisp, syrupy mouthfeel. The finish leads with notes of cocoa nib and narcissus."," Produced by Jose Giraldo entirely of the Ethiopia-seed Wush Wush variety of Arabica, and processed by the washed carbonic maceration method, in which the coffee fruit is first pulped then fermented in CO2-infused tanks before drying. Based in Phoenix, Arizona, Press Coffee roasts in small batches to ensure the highest quality and consistency, while sharing their knowledge and passion for coffee with customers. Visit www.presscoffee.com for more information.","A headily aromatic Colombia-grown Wush Wush processed by carbonic maceration, yielding a balanced, deeply fruity cup.Explore Similar CoffeesClick here for more reviews from Press CoffeeClick here for more information about coffees from Colombia ",Phoenix,USA,Arizona,Winter 2022 Allocation Colombia,"Quindio Department, Colombia",23-Jan,Light,Press Coffee,https://www.coffeereview.com/review/winter-2022-allocation-colombia/,9,8,9,9,100,9,33.4484367,33.4484367,-112.074141,-112.074141,4.476121,-75.70893,88,88,
Single Origin,Colombia,Colombia,"Floral-toned, gently fermenty. Narcissus, red wine, lemon verbena, cedar, myrrh in aroma and cup. Brightly sweet with juicy acidity; plush, syrupy mouthfeel. Resonant finish consolidates to notes of narcissus and red wine.","Produced by Edwin Noreña of Finca Campo Hermoso, from trees of the Yellow Bourbon and Yellow Caturra varieties of Arabica, and processed by the carbonic maceration method, involving two fermentation phases in closed tanks injected with CO2. The first fermentation involves the whole coffee fruit, after which the skins and pulp are removed and the beans are fermented a second time with their skins and juice, after which they are washed and dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information","A subtly fermenty, balanced carbonic-macerated coffee from Colombia with spicy floral notes as a throughline, supported by crisp chocolate and a hint of sweet herb.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from ColombiaVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Quindio Gold Honey Colombia,"Circasia Municipality, Quindio Department, Colombia",23-Apr,Light,JBC Coffee Roasters,https://www.coffeereview.com/review/quindio-gold-honey-colombia/,9,8,9,9,27,9,43.074761,43.074761,-89.3837613,-89.3837613,4.6189,-75.635,88,88,
Single Origin,Costa Rica,Costa Rica,"Richly sweet-savory, brightly sweet. Mulberry, sassafras, green tomato, cane sugar, salted caramel in aroma and cup. Bright, citrusy acidity; crisp, satiny-smooth mouthfeel. Savory-leaning finish with a tomato-like umami undercurrent.","Produced by Allan Oviedo of Finca Don Noel, entirely of the SL28 variety of Arabica, and processed by the yellow honey method, in which a small percentage of fruit lesh is left on the beans during the drying process. Tipico Coffee is a café and specialty coffee roaster based in Buffalo, New York. Visit www.tipicocoffee.com for more information.",This uniquely composed SL28 (traditionally a Kenyan variety) grown in Costa Rica and honey-processed offers an inviting savory throughline juxtaposed with dark fruit and complex herb impulses.Explore Similar CoffeesClick here for more reviews from Tipico CoffeeClick here for more information about coffees from Costa Rica,Buffalo,USA,New York,Reserve Costa Rica Don Noel SL28,"West Valley, Costa Rica",24-Jun,Light,Tipico Coffee,https://www.coffeereview.com/review/reserve-costa-rica-don-noel-sl28/,9,8,9,9,28,9,42.8867166,42.8867166,-78.8783922,-78.8783922,10.3097572,-84.82888115,88,88,
Single Origin,Ecuador,Ecuador,"Richly fruit-forward, floral-toned. Tea rose, watermelon candy, tamarind, cedar, wild honey in aroma and cup. in aroma and cup. High-toned, juicy acidity; crisp, creamy mouthfeel. Tea rose and watermelon candy carry the perfumed finish.","Produced by Juan Peña of Finca La Papaya, entirely of the Typica variety of Arabica, and processed by the natural method with the addition of a yeast-inoculated fermentation step.  JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A deeply aromatic, fruity, richly floral Ecuador natural with especially bright, vibrant acidity.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from EcuadorVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,La Papaya Pacamara Natural Ecuador,"Saraguro, Loja, Ecuador",24-Jun,Light,JBC Coffee Roasters,https://www.coffeereview.com/review/la-papaya-pacamara-natural-ecuador/,9,8,9,9,33,9,43.074761,43.074761,-89.3837613,-89.3837613,-3.6224722,-79.2384881,88,88,
Single Origin,Ethiopia,Ethiopia,"Cleanly fruit-toned, bright and lively. Honeydew melon, dark chocolate, hop flowers, lemon verbena, fresh-cut oak in aroma and cup. Richly bittersweet in structure, balanced with juicy acidity; plush, syrupy mouthfeel. The finish centers around notes of honeydew and chocolate with brisk undertones of hop flowers.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Cafe Virtuoso is a small-batch coffee roaster that is ethically invested in procuring, roasting and delivering the highest quality and best-tasting organic coffee in San Diego. Visit www.cafevirtuoso.com or call 619-550-1830 for more information.","A complex, multi-layered natural-processed Ethiopia cup, cleanly fruit-forward and crisply chocolaty.Explore Similar CoffeesClick here for more reviews from Cafe VirtuosoClick here for more information about coffees from Ethiopia ",SanDiego,USA,California,Shantawene Ethiopia Daya Bensa Natural,"Sidamo (also Sidama) growing region, south-central Ethiopia",20-Nov,Light,Cafe Virtuoso,https://www.coffeereview.com/review/virtuoso-shantawene-ethiopia-daya-bensa-natural/,9,8,9,9,19,9,32.7174202,32.7174202,-117.162772,-117.162772,6.8475,39.4531,88,88,
Single Origin,Ethiopia,Ethiopia,"Subtly complex, deeply sweet. Star jasmine, cocoa nib, mango, frankincense, spearmint in aroma and cup. Bright, juicy acidity; viscous, syrupy mouthfeel. The balanced finish leads with notes of star jasmine and mango, followed by cocoa suggestions.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit peachcoffeeroasters.com for more information.","A bright, crisply high-toned, floral-driven washed Guji with sweet herb undertones.Explore Similar CoffeesClick here for more reviews from Peach Coffee RoastersClick here for more information about coffees from Ethiopia ",JohnsCreek,USA,Georgia,Guji Ethiopia Washed,"Guji Zone, Oromia Region, southern Ethiopia",21-Mar,Light,Peach Coffee Roasters,https://www.coffeereview.com/review/guji-ethiopia-washed/,9,8,9,9,17.99,9,34.0181557,34.0181557,-84.190196,-84.190196,5.521122,39.165001,88,88,
Single Origin,Ethiopia,Ethiopia,"Brightly sweet-tart, balanced. Apricot, narcissus, tangerine zest, almond, cedar in aroma and cup. Juicy-bright acidity; full, syrupy-smooth mouthfeel. Resonant finish that leads with notes of apricot and almond. ","“Yellow” is a washed Ethiopia Chelbesa from the Yirgacheffe growing region, produced by smallholding farmers from trees of local heirloom varieties of Arabica. CMYK is a Billings, Montana-based coffee roaster that offers four primary coffees (like primary colors) that you can order “pure” or custom-blended to your own specifications. Visit www.cmykcoffee.com. ","A classic washed Ethiopia cup: bright, balanced, juicy and confident.Explore Similar CoffeesClick here for more reviews from CMYK CoffeeClick here for more information about coffees from EthiopiaVisit CMYK Coffee ",Billings,USA,Montana,Yellow,"Yirgacheffe growing region, south-central Ethiopia",24-Feb,Light,CMYK Coffee,https://www.coffeereview.com/review/yellow/,9,8,9,9,21.5,9,45.7874957,45.7874957,-108.49607,-108.49607,6.1629,38.2281,88,88,
